alpha,beta,gamma,window_half,signal,trial,snr_db,mse,deriv_ratio,max_error,drops,snr_saturated
0.3,0.6,0.1,4,ecg,1,33.6428,5.656139e-11,0.8812,3.5333e-05,536,0
0.3,0.6,0.1,4,ecg,2,33.1407,6.349369e-11,0.8752,4.1304e-05,530,0
0.4,0.1,0.5,4,sine,0,24.6533,1.707729e-03,0.7403,1.9373e-01,533,0
0.4,0.1,0.5,4,sine,1,24.4721,1.780500e-03,0.7441,1.9373e-01,532,0
0.4,0.1,0.5,4,sine,2,24.5110,1.764625e-03,0.7322,1.9373e-01,531,0
0.4,0.1,0.5,4,chirp,0,23.1710,2.314717e-03,0.7666,2.3412e-01,533,0
0.4,0.1,0.5,4,chirp,1,23.6230,2.085935e-03,0.7656,2.1545e-01,531,0
0.4,0.1,0.5,4,chirp,2,23.6092,2.092578e-03,0.7644,2.1545e-01,533,0
0.4,0.1,0.5,4,spikes,0,10.8474,1.874141e-03,0.7848,1.9004e-01,536,0
0.4,0.1,0.5,4,spikes,1,10.9787,1.818316e-03,0.7843,1.9004e-01,534,0
0.4,0.1,0.5,4,spikes,2,10.7020,1.937935e-03,0.7802,1.9433e-01,534,0
0.4,0.1,0.5,4,ecg,0,32.3671,7.587344e-11,0.8882,4.5000e-05,535,0
0.4,0.1,0.5,4,ecg,1,32.6278,7.145332e-11,0.8887,4.5667e-05,533,0
0.4,0.1,0.5,4,ecg,2,33.2708,6.161984e-11,0.8887,3.5833e-05,538,0
0.4,0.2,0.4,4,sine,0,24.0044,1.982951e-03,0.7194,1.9373e-01,531,0
0.4,0.2,0.4,4,sine,1,24.1256,1.928389e-03,0.7140,1.8571e-01,536,0
0.4,0.2,0.4,4,sine,2,24.3231,1.842622e-03,0.7237,1.9373e-01,535,0
0.4,0.2,0.4,4,chirp,0,23.1852,2.307175e-03,0.7634,2.1830e-01,537,0
0.4,0.2,0.4,4,chirp,1,23.2636,2.265913e-03,0.7588,2.3412e-01,537,0
0.4,0.2,0.4,4,chirp,2,23.2239,2.286705e-03,0.7523,2.0070e-01,538,0
0.4,0.2,0.4,4,spikes,0,10.6535,1.959708e-03,0.7645,1.9433e-01,534,0
0.4,0.2,0.4,4,spikes,1,10.9418,1.833849e-03,0.7695,1.9361e-01,534,0
0.4,0.2,0.4,4,spikes,2,10.6973,1.940029e-03,0.7690,1.9433e-01,534,0
0.4,0.2,0.4,4,ecg,0,33.1785,6.294297e-11,0.8872,3.3077e-05,536,0
0.4,0.2,0.4,4,ecg,1,33.4257,5.946076e-11,0.8907,3.2692e-05,536,0
0.4,0.2,0.4,4,ecg,2,33.3384,6.066733e-11,0.8907,3.3077e-05,535,0
0.4,0.3,0.3,4,sine,0,24.1157,1.932760e-03,0.6956,1.9373e-01,538,0
0.4,0.3,0.3,4,sine,1,24.0180,1.976749e-03,0.7173,1.9373e-01,527,0
0.4,0.3,0.3,4,sine,2,23.9661,2.000501e-03,0.6897,1.9373e-01,533,0
0.4,0.3,0.3,4,chirp,0,22.3301,2.809258e-03,0.7469,2.3412e-01,538,0
0.4,0.3,0.3,4,chirp,1,22.8777,2.476453e-03,0.7561,2.1830e-01,533,0
0.4,0.3,0.3,4,chirp,2,22.7892,2.527456e-03,0.7528,2.1830e-01,536,0
0.4,0.3,0.3,4,spikes,0,11.3030,1.687500e-03,0.7673,1.5712e-01,526,0
0.4,0.3,0.3,4,spikes,1,10.9527,1.829236e-03,0.7641,1.9361e-01,534,0
0.4,0.3,0.3,4,spikes,2,11.4105,1.646245e-03,0.7679,1.5268e-01,534,0
0.4,0.3,0.3,4,ecg,0,32.6244,7.150811e-11,0.8807,4.5667e-05,530,0
0.4,0.3,0.3,4,ecg,1,32.8161,6.842106e-11,0.8757,3.5833e-05,537,0
0.4,0.3,0.3,4,ecg,2,32.3958,7.537436e-11,0.8777,4.5667e-05,534,0
0.4,0.4,0.2,4,sine,0,23.5829,2.185024e-03,0.6952,1.9373e-01,536,0
0.4,0.4,0.2,4,sine,1,23.8810,2.040084e-03,0.7152,1.9373e-01,534,0
0.4,0.4,0.2,4,sine,2,23.6403,2.156366e-03,0.7119,1.9373e-01,534,0
0.4,0.4,0.2,4,chirp,0,22.6687,2.598547e-03,0.7419,2.1830e-01,534,0
0.4,0.4,0.2,4,chirp,1,22.7438,2.554023e-03,0.7440,2.1830e-01,533,0
0.4,0.4,0.2,4,chirp,2,22.6077,2.635282e-03,0.7401,2.1830e-01,534,0
0.4,0.4,0.2,4,spikes,0,10.8456,1.874929e-03,0.7519,1.6440e-01,537,0
0.4,0.4,0.2,4,spikes,1,10.7701,1.907781e-03,0.7535,1.7708e-01,534,0
0.4,0.4,0.2,4,spikes,2,10.6778,1.948784e-03,0.7546,1.9361e-01,533,0
0.4,0.4,0.2,4,ecg,0,32.6842,7.053146e-11,0.8787,4.5667e-05,537,0
0.4,0.4,0.2,4,ecg,1,33.6113,5.697249e-11,0.8837,3.0833e-05,530,0
0.4,0.4,0.2,4,ecg,2,33.3289,6.080021e-11,0.8807,3.3077e-05,532,0
0.4,0.5,0.1,4,sine,0,23.9965,1.986545e-03,0.6939,1.9373e-01,534,0
0.4,0.5,0.1,4,sine,1,23.9444,2.010523e-03,0.6893,1.9373e-01,534,0
0.4,0.5,0.1,4,sine,2,24.3137,1.846650e-03,0.6898,1.9373e-01,534,0
0.4,0.5,0.1,4,chirp,0,22.6245,2.625139e-03,0.7220,2.1830e-01,533,0
0.4,0.5,0.1,4,chirp,1,22.7532,2.548450e-03,0.7212,2.1830e-01,534,0
0.4,0.5,0.1,4,chirp,2,22.7514,2.549516e-03,0.7239,2.1830e-01,536,0
0.4,0.5,0.1,4,spikes,0,10.8246,1.883996e-03,0.7457,2.0428e-01,536,0
0.4,0.5,0.1,4,spikes,1,10.6375,1.966958e-03,0.7503,2.0428e-01,532,0
0.4,0.5,0.1,4,spikes,2,10.7602,1.912144e-03,0.7426,2.0428e-01,535,0
0.4,0.5,0.1,4,ecg,0,33.5529,5.774435e-11,0.8807,2.8000e-05,537,0
0.4,0.5,0.1,4,ecg,1,33.8685,5.369637e-11,0.8827,3.0000e-05,531,0
0.4,0.5,0.1,4,ecg,2,33.2072,6.252848e-11,0.8782,3.9231e-05,536,0
0.5,0.1,0.4,4,sine,0,24.6114,1.724306e-03,0.7449,1.7391e-01,527,0
0.5,0.1,0.4,4,sine,1,24.5386,1.753428e-03,0.7392,1.7391e-01,534,0
0.5,0.1,0.4,4,sine,2,24.7296,1.677980e-03,0.7364,1.7240e-01,536,0
0.5,0.1,0.4,4,chirp,0,23.7327,2.033894e-03,0.7717,2.1545e-01,533,0
0.5,0.1,0.4,4,chirp,1,23.7964,2.004270e-03,0.7688,2.1545e-01,537,0
0.5,0.1,0.4,4,chirp,2,23.7093,2.044872e-03,0.7720,2.1545e-01,530,0
0.5,0.1,0.4,4,spikes,0,11.0425,1.791822e-03,0.7841,1.9433e-01,536,0
0.5,0.1,0.4,4,spikes,1,11.0204,1.800949e-03,0.7892,1.8995e-01,528,0
0.5,0.1,0.4,4,spikes,2,11.0322,1.796058e-03,0.7805,1.9004e-01,537,0
0.5,0.1,0.4,4,ecg,0,33.4925,5.855247e-11,0.8931,3.0000e-05,530,0
0.5,0.1,0.4,4,ecg,1,32.3664,7.588588e-11,0.8867,4.5000e-05,538,0
0.5,0.1,0.4,4,ecg,2,32.2305,7.829762e-11,0.8907,4.5667e-05,526,0
0.5,0.2,0.3,4,sine,0,23.8937,2.034160e-03,0.7181,1.9373e-01,536,0
0.5,0.2,0.3,4,sine,1,24.0641,1.955873e-03,0.7143,1.8571e-01,534,0
0.5,0.2,0.3,4,sine,2,24.2154,1.888904e-03,0.7266,1.8571e-01,534,0
0.5,0.2,0.3,4,chirp,0,22.9732,2.422609e-03,0.7615,2.1545e-01,534,0
0.5,0.2,0.3,4,chirp,1,22.7311,2.561455e-03,0.7673,2.1830e-01,532,0
0.5,0.2,0.3,4,chirp,2,22.9468,2.437360e-03,0.7738,2.1830e-01,533,0
0.5,0.2,0.3,4,spikes,0,10.9070,1.848615e-03,0.7716,1.9361e-01,532,0
0.5,0.2,0.3,4,spikes,1,10.6345,1.968331e-03,0.7667,1.9433e-01,537,0
0.5,0.2,0.3,4,spikes,2,10.8399,1.877390e-03,0.7723,1.9361e-01,536,0
0.5,0.2,0.3,4,ecg,0,33.6272,5.676519e-11,0.8882,2.7778e-05,537,0
0.5,0.2,0.3,4,ecg,1,32.7968,6.872652e-11,0.8882,4.5667e-05,534,0
0.5,0.2,0.3,4,ecg,2,32.9209,6.678937e-11,0.8862,4.5667e-05,537,0
0.5,0.3,0.2,4,sine,0,23.9791,1.994533e-03,0.7159,1.8571e-01,537,0
0.5,0.3,0.2,4,sine,1,24.1992,1.895973e-03,0.7188,1.8571e-01,529,0
0.5,0.3,0.2,4,sine,2,24.0872,1.945515e-03,0.7196,1.9373e-01,529,0
0.5,0.3,0.2,4,chirp,0,22.8182,2.510609e-03,0.7585,2.1830e-01,535,0
0.5,0.3,0.2,4,chirp,1,22.8563,2.488663e-03,0.7580,2.1830e-01,532,0
0.5,0.3,0.2,4,chirp,2,23.1358,2.333570e-03,0.7663,2.1830e-01,536,0
0.5,0.3,0.2,4,spikes,0,11.0105,1.805073e-03,0.7629,1.9361e-01,538,0
0.5,0.3,0.2,4,spikes,1,10.8333,1.880226e-03,0.7688,1.9833e-01,533,0
0.5,0.3,0.2,4,spikes,2,10.8514,1.872424e-03,0.7666,1.9361e-01,534,0
0.5,0.3,0.2,4,ecg,0,32.9108,6.694459e-11,0.8817,3.6250e-05,536,0
0.5,0.3,0.2,4,ecg,1,33.0430,6.493860e-11,0.8862,3.6250e-05,535,0
0.5,0.3,0.2,4,ecg,2,33.3335,6.073681e-11,0.8902,3.2692e-05,533,0
0.5,0.4,0.1,4,sine,0,24.3184,1.844645e-03,0.7112,1.8571e-01,533,0
0.5,0.4,0.1,4,sine,1,24.2877,1.857704e-03,0.7120,1.8571e-01,534,0
0.5,0.4,0.1,4,sine,2,24.2057,1.893130e-03,0.7093,1.8571e-01,534,0
0.5,0.4,0.1,4,chirp,0,23.0026,2.406258e-03,0.7459,2.1830e-01,536,0
0.5,0.4,0.1,4,chirp,1,22.7719,2.537529e-03,0.7547,2.1830e-01,534,0
0.5,0.4,0.1,4,chirp,2,22.5290,2.683503e-03,0.7498,2.1830e-01,534,0
0.5,0.4,0.1,4,spikes,0,11.0023,1.808492e-03,0.7631,1.8066e-01,533,0
0.5,0.4,0.1,4,spikes,1,11.2241,1.718416e-03,0.7616,1.5712e-01,536,0
0.5,0.4,0.1,4,spikes,2,10.7180,1.930835e-03,0.7631,1.9361e-01,533,0
0.5,0.4,0.1,4,ecg,0,33.4829,5.868322e-11,0.8827,3.5833e-05,533,0
0.5,0.4,0.1,4,ecg,1,32.8796,6.742752e-11,0.8827,4.5667e-05,528,0
0.5,0.4,0.1,4,ecg,2,33.1379,6.353471e-11,0.8822,3.8750e-05,536,0
0.6,0.1,0.3,4,sine,0,24.6837,1.695810e-03,0.7362,1.8508e-01,539,0
0.6,0.1,0.3,4,sine,1,24.8550,1.630223e-03,0.7434,1.8508e-01,533,0
0.6,0.1,0.3,4,sine,2,24.6878,1.694237e-03,0.7413,1.8508e-01,537,0
0.6,0.1,0.3,4,chirp,0,23.6994,2.049536e-03,0.7681,2.4615e-01,540,0
0.6,0.1,0.3,4,chirp,1,24.0359,1.896744e-03,0.7718,1.8266e-01,536,0
0.6,0.1,0.3,4,chirp,2,23.8448,1.982070e-03,0.7744,2.4615e-01,534,0
0.6,0.1,0.3,4,spikes,0,10.8530,1.871716e-03,0.7836,2.0317e-01,534,0
0.6,0.1,0.3,4,spikes,1,10.9475,1.831424e-03,0.7852,2.0317e-01,533,0
0.6,0.1,0.3,4,spikes,2,10.9499,1.830448e-03,0.7818,2.0317e-01,535,0
0.6,0.1,0.3,4,ecg,0,31.8999,8.449124e-11,0.8852,4.5667e-05,535,0
0.6,0.1,0.3,4,ecg,1,33.0324,6.509610e-11,0.8907,3.3750e-05,535,0
0.6,0.1,0.3,4,ecg,2,31.9891,8.277393e-11,0.8877,4.5667e-05,535,0
0.6,0.2,0.2,4,sine,0,24.0925,1.943130e-03,0.7344,1.9373e-01,530,0
0.6,0.2,0.2,4,sine,1,24.1805,1.904163e-03,0.7348,1.9373e-01,529,0
0.6,0.2,0.2,4,sine,2,24.3978,1.811212e-03,0.7249,1.7391e-01,536,0
0.6,0.2,0.2,4,chirp,0,23.7056,2.046621e-03,0.7779,2.1830e-01,532,0
0.6,0.2,0.2,4,chirp,1,23.1538,2.323912e-03,0.7690,2.3412e-01,534,0
0.6,0.2,0.2,4,chirp,2,23.2325,2.282160e-03,0.7663,2.1830e-01,535,0
0.6,0.2,0.2,4,spikes,0,10.9448,1.832569e-03,0.7820,1.9433e-01,532,0
0.6,0.2,0.2,4,spikes,1,11.1003,1.768126e-03,0.7809,1.9004e-01,534,0
0.6,0.2,0.2,4,spikes,2,10.8976,1.852602e-03,0.7766,1.9433e-01,535,0
0.6,0.2,0.2,4,ecg,0,33.0516,6.480995e-11,0.8912,3.3750e-05,534,0
0.6,0.2,0.2,4,ecg,1,32.9883,6.576183e-11,0.8842,3.3750e-05,537,0
0.6,0.2,0.2,4,ecg,2,32.8122,6.848191e-11,0.8872,4.5667e-05,533,0
0.6,0.3,0.1,4,sine,0,24.0935,1.942680e-03,0.7164,1.8571e-01,535,0
0.6,0.3,0.1,4,sine,1,24.0726,1.952045e-03,0.7129,1.8571e-01,535,0
0.6,0.3,0.1,4,sine,2,24.1658,1.910615e-03,0.7163,1.9373e-01,536,0
0.6,0.3,0.1,4,chirp,0,23.1231,2.340405e-03,0.7620,2.1830e-01,534,0
0.6,0.3,0.1,4,chirp,1,22.9221,2.451252e-03,0.7623,2.1830e-01,533,0
0.6,0.3,0.1,4,chirp,2,23.1448,2.328761e-03,0.7667,2.1830e-01,533,0
0.6,0.3,0.1,4,spikes,0,10.8154,1.888026e-03,0.7660,1.9361e-01,533,0
0.6,0.3,0.1,4,spikes,1,10.7986,1.895332e-03,0.7677,1.9361e-01,534,0
0.6,0.3,0.1,4,spikes,2,11.0366,1.794255e-03,0.7718,1.9361e-01,535,0
0.6,0.3,0.1,4,ecg,0,33.3100,6.106642e-11,0.8897,3.3077e-05,537,0
0.6,0.3,0.1,4,ecg,1,33.2727,6.159273e-11,0.8882,3.2692e-05,533,0
0.6,0.3,0.1,4,ecg,2,32.7914,6.881088e-11,0.8862,3.3750e-05,533,0
0.7,0.1,0.2,4,sine,0,24.7569,1.667497e-03,0.7421,1.8508e-01,534,0
0.7,0.1,0.2,4,sine,1,24.7484,1.670765e-03,0.7343,1.8508e-01,534,0
0.7,0.1,0.2,4,sine,2,24.6698,1.701245e-03,0.7364,1.8508e-01,534,0
0.7,0.1,0.2,4,chirp,0,23.9784,1.922037e-03,0.7767,1.8266e-01,536,0
0.7,0.1,0.2,4,chirp,1,23.8147,1.995861e-03,0.7755,2.4615e-01,534,0
0.7,0.1,0.2,4,chirp,2,24.0368,1.896337e-03,0.7741,1.8266e-01,529,0
0.7,0.1,0.2,4,spikes,0,11.0116,1.804592e-03,0.7825,1.9004e-01,531,0
0.7,0.1,0.2,4,spikes,1,10.9043,1.849762e-03,0.7808,1.9004e-01,534,0
0.7,0.1,0.2,4,spikes,2,10.9786,1.818370e-03,0.7808,2.0317e-01,534,0
0.7,0.1,0.2,4,ecg,0,33.1230,6.375224e-11,0.8936,4.5667e-05,529,0
0.7,0.1,0.2,4,ecg,1,32.0837,8.099043e-11,0.8902,4.5667e-05,534,0
0.7,0.1,0.2,4,ecg,2,33.3306,6.077707e-11,0.8902,3.3750e-05,536,0
0.7,0.2,0.1,4,sine,0,24.1991,1.895999e-03,0.7382,1.9373e-01,535,0
0.7,0.2,0.1,4,sine,1,24.3055,1.850130e-03,0.7345,1.9373e-01,535,0
0.7,0.2,0.1,4,sine,2,24.2856,1.858614e-03,0.7410,1.9373e-01,535,0
0.7,0.2,0.1,4,chirp,0,23.4077,2.191965e-03,0.7740,1.9823e-01,534,0
0.7,0.2,0.1,4,chirp,1,23.4330,2.179202e-03,0.7712,2.1830e-01,535,0
0.7,0.2,0.1,4,chirp,2,23.3468,2.222884e-03,0.7763,2.1830e-01,534,0
0.7,0.2,0.1,4,spikes,0,10.9481,1.831199e-03,0.7848,1.8282e-01,537,0
0.7,0.2,0.1,4,spikes,1,10.8765,1.861612e-03,0.7838,1.9004e-01,535,0
0.7,0.2,0.1,4,spikes,2,10.8531,1.871687e-03,0.7821,1.8282e-01,534,0
0.7,0.2,0.1,4,ecg,0,33.6784,5.610010e-11,0.8931,3.3077e-05,532,0
0.7,0.2,0.1,4,ecg,1,32.9587,6.621118e-11,0.8907,4.5667e-05,533,0
0.7,0.2,0.1,4,ecg,2,33.4997,5.845623e-11,0.8946,3.5833e-05,533,0
0.8,0.1,0.1,4,sine,0,24.6735,1.699823e-03,0.7356,1.8508e-01,533,0
0.8,0.1,0.1,4,sine,1,24.3959,1.812005e-03,0.7304,1.8508e-01,537,0
0.8,0.1,0.1,4,sine,2,24.4868,1.774472e-03,0.7283,1.8508e-01,538,0
0.8,0.1,0.1,4,chirp,0,23.4988,2.146456e-03,0.7774,2.4615e-01,534,0
0.8,0.1,0.1,4,chirp,1,23.8929,1.960246e-03,0.7749,1.8266e-01,538,0
0.8,0.1,0.1,4,chirp,2,23.6382,2.078648e-03,0.7728,2.4615e-01,534,0
0.8,0.1,0.1,4,spikes,0,11.2323,1.715181e-03,0.7852,1.8995e-01,535,0
0.8,0.1,0.1,4,spikes,1,10.9586,1.826770e-03,0.7772,2.0317e-01,537,0
0.8,0.1,0.1,4,spikes,2,11.0952,1.770188e-03,0.7829,1.9004e-01,537,0
0.8,0.1,0.1,4,ecg,0,33.5357,5.797353e-11,0.8912,3.0000e-05,531,0
0.8,0.1,0.1,4,ecg,1,31.9596,8.333811e-11,0.8882,4.5667e-05,536,0
0.8,0.1,0.1,4,ecg,2,33.6062,5.703995e-11,0.8907,3.0909e-05,537,0
0.1,0.1,0.8,5,sine,0,24.3953,1.812268e-03,0.6867,1.7391e-01,534,0
0.1,0.1,0.8,5,sine,1,24.2995,1.852688e-03,0.6842,1.9373e-01,534,0
0.1,0.1,0.8,5,sine,2,24.4077,1.807096e-03,0.6895,1.8033e-01,533,0
0.1,0.1,0.8,5,chirp,0,23.3943,2.198707e-03,0.7363,2.1830e-01,530,0
0.1,0.1,0.8,5,chirp,1,22.1826,2.906303e-03,0.7263,3.0563e-01,536,0
0.1,0.1,0.8,5,chirp,2,22.8142,2.512933e-03,0.7402,3.0563e-01,532,0
0.1,0.1,0.8,5,spikes,0,11.0571,1.785821e-03,0.7418,1.9341e-01,529,0
0.1,0.1,0.8,5,spikes,1,11.2723,1.699451e-03,0.7453,1.7725e-01,534,0
0.1,0.1,0.8,5,spikes,2,10.5973,1.985252e-03,0.7380,1.8793e-01,536,0
0.1,0.1,0.8,5,ecg,0,33.7135,5.564855e-11,0.8862,3.1923e-05,536,0
0.1,0.1,0.8,5,ecg,1,33.4422,5.923551e-11,0.8762,3.1923e-05,537,0
0.1,0.1,0.8,5,ecg,2,33.6117,5.696722e-11,0.8822,3.1923e-05,532,0
0.1,0.2,0.7,5,sine,0,24.6759,1.698868e-03,0.6805,1.9373e-01,533,0
0.1,0.2,0.7,5,sine,1,24.5335,1.755485e-03,0.6821,1.9373e-01,534,0
0.1,0.2,0.7,5,sine,2,24.2375,1.879332e-03,0.6755,1.9373e-01,534,0
0.1,0.2,0.7,5,chirp,0,23.9626,1.929041e-03,0.7266,1.8707e-01,530,0
0.1,0.2,0.7,5,chirp,1,23.8923,1.960508e-03,0.7136,2.1830e-01,532,0
0.1,0.2,0.7,5,chirp,2,23.5500,2.121304e-03,0.7186,2.1830e-01,534,0
0.1,0.2,0.7,5,spikes,0,11.0995,1.768436e-03,0.7413,1.6624e-01,535,0
0.1,0.2,0.7,5,spikes,1,10.5597,2.002498e-03,0.7419,1.9398e-01,537,0
0.1,0.2,0.7,5,spikes,2,10.8213,1.885433e-03,0.7383,2.0641e-01,538,0
0.1,0.2,0.7,5,ecg,0,33.2545,6.185174e-11,0.8757,3.1923e-05,532,0
0.1,0.2,0.7,5,ecg,1,33.3410,6.063185e-11,0.8752,4.1304e-05,534,0
0.1,0.2,0.7,5,ecg,2,33.1056,6.400862e-11,0.8757,4.1304e-05,538,0
0.1,0.3,0.6,5,sine,0,24.7502,1.670041e-03,0.6760,1.9373e-01,537,0
0.1,0.3,0.6,5,sine,1,24.8018,1.650330e-03,0.6744,1.9373e-01,536,0
0.1,0.3,0.6,5,sine,2,24.7184,1.682334e-03,0.6877,1.9373e-01,535,0
0.1,0.3,0.6,5,chirp,0,24.3017,1.784165e-03,0.7063,1.6963e-01,534,0
0.1,0.3,0.6,5,chirp,1,24.6696,1.639220e-03,0.7052,1.9017e-01,531,0
0.1,0.3,0.6,5,chirp,2,23.6427,2.076474e-03,0.7003,2.5029e-01,529,0
0.1,0.3,0.6,5,spikes,0,11.5925,1.578693e-03,0.7345,1.9041e-01,538,0
0.1,0.3,0.6,5,spikes,1,11.4433,1.633845e-03,0.7426,1.9041e-01,533,0
0.1,0.3,0.6,5,spikes,2,11.2998,1.688750e-03,0.7322,1.5095e-01,535,0
0.1,0.3,0.6,5,ecg,0,32.9800,6.588666e-11,0.8733,4.1304e-05,529,0
0.1,0.3,0.6,5,ecg,1,33.3845,6.002789e-11,0.8738,3.5333e-05,532,0
0.1,0.3,0.6,5,ecg,2,33.7288,5.545174e-11,0.8812,3.1923e-05,534,0
0.1,0.4,0.5,5,sine,0,24.6373,1.714021e-03,0.6664,1.9373e-01,533,0
0.1,0.4,0.5,5,sine,1,24.4014,1.809721e-03,0.6589,1.9373e-01,536,0
0.1,0.4,0.5,5,sine,2,24.6168,1.722146e-03,0.6694,1.9108e-01,534,0
0.1,0.4,0.5,5,chirp,0,24.0060,1.909841e-03,0.6817,2.0162e-01,539,0
0.1,0.4,0.5,5,chirp,1,24.0392,1.895299e-03,0.6900,2.2080e-01,534,0
0.1,0.4,0.5,5,chirp,2,23.8324,1.987756e-03,0.7022,1.6986e-01,534,0
0.1,0.4,0.5,5,spikes,0,11.1626,1.742947e-03,0.7397,1.9361e-01,533,0
0.1,0.4,0.5,5,spikes,1,11.0614,1.784015e-03,0.7284,1.8763e-01,534,0
0.1,0.4,0.5,5,spikes,2,11.1011,1.767797e-03,0.7309,2.0370e-01,537,0
0.1,0.4,0.5,5,ecg,0,34.1364,5.048498e-11,0.8757,3.1429e-05,533,0
0.1,0.4,0.5,5,ecg,1,32.7473,6.951411e-11,0.8698,4.4400e-05,532,0
0.1,0.4,0.5,5,ecg,2,33.6115,5.697004e-11,0.8708,3.0714e-05,533,0
0.1,0.5,0.4,5,sine,0,24.6784,1.697909e-03,0.6620,1.9373e-01,520,0
0.1,0.5,0.4,5,sine,1,24.6700,1.701198e-03,0.6446,1.9373e-01,534,0
0.1,0.5,0.4,5,sine,2,25.3161,1.466027e-03,0.6685,1.6357e-01,534,0
0.1,0.5,0.4,5,chirp,0,24.3287,1.773084e-03,0.6982,1.6934e-01,529,0
0.1,0.5,0.4,5,chirp,1,24.2577,1.802333e-03,0.6805,1.6934e-01,538,0
0.1,0.5,0.4,5,chirp,2,24.0121,1.907178e-03,0.6706,1.6986e-01,534,0
0.1,0.5,0.4,5,spikes,0,11.4028,1.649164e-03,0.7141,1.7516e-01,537,0
0.1,0.5,0.4,5,spikes,1,11.1083,1.764866e-03,0.7172,1.7516e-01,533,0
0.1,0.5,0.4,5,spikes,2,11.1750,1.737969e-03,0.7194,1.8030e-01,541,0
0.1,0.5,0.4,5,ecg,0,33.1781,6.294869e-11,0.8648,4.0000e-05,536,0
0.1,0.5,0.4,5,ecg,1,32.6644,7.085266e-11,0.8658,5.8333e-05,533,0
0.1,0.5,0.4,5,ecg,2,33.3531,6.046263e-11,0.8608,5.8333e-05,536,0
0.1,0.6,0.3,5,sine,0,24.5860,1.734405e-03,0.6206,1.7517e-01,537,0
0.1,0.6,0.3,5,sine,1,24.4372,1.794869e-03,0.6322,1.7517e-01,536,0
0.1,0.6,0.3,5,sine,2,24.7222,1.680854e-03,0.6118,1.7517e-01,534,0
0.1,0.6,0.3,5,chirp,0,24.0797,1.877730e-03,0.6511,1.6595e-01,533,0
0.1,0.6,0.3,5,chirp,1,23.9600,1.930179e-03,0.6763,1.5922e-01,536,0
0.1,0.6,0.3,5,chirp,2,24.0299,1.899365e-03,0.6642,1.6934e-01,534,0
0.1,0.6,0.3,5,spikes,0,11.4304,1.638726e-03,0.7188,1.9035e-01,537,0
0.1,0.6,0.3,5,spikes,1,11.2685,1.700969e-03,0.7232,1.8030e-01,527,0
0.1,0.6,0.3,5,spikes,2,11.1724,1.739002e-03,0.7176,1.8030e-01,535,0
0.1,0.6,0.3,5,ecg,0,32.1845,7.913102e-11,0.8608,7.0000e-05,538,0
0.1,0.6,0.3,5,ecg,1,33.5997,5.712484e-11,0.8688,4.0000e-05,533,0
0.1,0.6,0.3,5,ecg,2,32.6218,7.155239e-11,0.8648,7.0000e-05,532,0
0.1,0.7,0.2,5,sine,0,24.5478,1.749738e-03,0.6134,1.9040e-01,538,0
0.1,0.7,0.2,5,sine,1,24.9900,1.580353e-03,0.6145,2.2835e-01,535,0
0.1,0.7,0.2,5,sine,2,24.6587,1.705625e-03,0.6172,1.7517e-01,533,0
0.1,0.7,0.2,5,chirp,0,23.8951,1.959268e-03,0.6492,1.7304e-01,533,0
0.1,0.7,0.2,5,chirp,1,23.8804,1.965909e-03,0.6713,1.9591e-01,529,0
0.1,0.7,0.2,5,chirp,2,23.5533,2.119691e-03,0.6564,1.8782e-01,533,0
0.1,0.7,0.2,5,spikes,0,11.4179,1.643438e-03,0.6877,1.7742e-01,535,0
0.1,0.7,0.2,5,spikes,1,10.8736,1.862860e-03,0.6959,1.6355e-01,534,0
0.1,0.7,0.2,5,spikes,2,11.2875,1.693539e-03,0.6910,1.5794e-01,533,0
0.1,0.7,0.2,5,ecg,0,32.0255,8.208154e-11,0.8579,7.0000e-05,536,0
0.1,0.7,0.2,5,ecg,1,31.5566,9.144118e-11,0.8618,7.0000e-05,532,0
0.1,0.7,0.2,5,ecg,2,32.0548,8.153011e-11,0.8638,7.0000e-05,537,0
0.1,0.8,0.1,5,sine,0,24.3716,1.822168e-03,0.6078,1.6883e-01,534,0
0.1,0.8,0.1,5,sine,1,24.6387,1.713501e-03,0.5926,2.2835e-01,531,0
0.1,0.8,0.1,5,sine,2,24.5776,1.737772e-03,0.5987,2.2835e-01,536,0
0.1,0.8,0.1,5,chirp,0,23.7797,2.012005e-03,0.6454,1.8782e-01,537,0
0.1,0.8,0.1,5,chirp,1,23.6614,2.067559e-03,0.6583,1.7304e-01,532,0
0.1,0.8,0.1,5,chirp,2,24.2560,1.803033e-03,0.6525,1.6934e-01,534,0
0.1,0.8,0.1,5,spikes,0,11.0919,1.771544e-03,0.6952,1.8241e-01,534,0
0.1,0.8,0.1,5,spikes,1,10.7838,1.901779e-03,0.6802,1.8656e-01,536,0
0.1,0.8,0.1,5,spikes,2,11.3183,1.681550e-03,0.6856,1.9035e-01,536,0
0.1,0.8,0.1,5,ecg,0,32.2869,7.728800e-11,0.8643,7.0000e-05,536,0
0.1,0.8,0.1,5,ecg,1,33.2105,6.248171e-11,0.8623,5.7500e-05,533,0
0.1,0.8,0.1,5,ecg,2,32.8900,6.726693e-11,0.8628,7.0000e-05,534,0
0.2,0.1,0.7,5,sine,0,24.2437,1.876651e-03,0.7088,1.8571e-01,537,0
0.2,0.1,0.7,5,sine,1,24.1512,1.917052e-03,0.7096,1.8571e-01,539,0
